id,REG_YYMM,CARD_SIDO_NM,STD_CLSS_NM,AMT
1088,202007,세종,여관업,2604324.8277030047
1089,202007,세종,여행사업,0.0
1090,202007,세종,욕탕업,15931684.977341618
1091,202007,세종,육류 소매업,320572725.7312994
1092,202007,세종,일반유흥 주점업,10108297.426110279
1093,202007,세종,일식 음식점업,67643108.51200359
1094,202007,세종,자동차 임대업,0.0
1095,202007,세종,전시 및 행사 대행업,138171.57446012725
1096,202007,세종,정기 항공 운송업,0.0
1097,202007,세종,중식 음식점업,222532145.5064098
1098,202007,세종,차량용 가스 충전업,30962209.921633396
1099,202007,세종,차량용 주유소 운영업,1863419555.5862272
1100,202007,세종,체인화 편의점,1017333013.0245303
1101,202007,세종,택시 운송업,0.0
1102,202007,세종,피자 햄버거 샌드위치 및 유사 음식점업,240340975.0631404
1103,202007,세종,한식 음식점업,1751131601.8766649
1104,202007,세종,호텔업,0.0
1105,202007,세종,화장품 및 방향제 소매업,40953640.155258335
1106,202007,세종,휴양콘도 운영업,0.0
1107,202007,울산,건강보조식품 소매업,75908901.39114377
1108,202007,울산,골프장 운영업,429404678.4266422
1109,202007,울산,과실 및 채소 소매업,679518758.3999013
1110,202007,울산,관광 민예품 및 선물용품 소매업,1995113.7948560799
1111,202007,울산,그외 기타 분류안된 오락관련 서비스업,0.0
1112,202007,울산,그외 기타 스포츠시설 운영업,183391.3624652598
1113,202007,울산,그외 기타 종합 소매업,2011797091.3283105
1114,202007,울산,기타 대형 종합 소매업,5619315079.5034
1115,202007,울산,기타 수상오락 서비스업,0.0
1116,202007,울산,기타 외국식 음식점업,356762276.9914511
1117,202007,울산,기타 주점업,190078998.97888005
1118,202007,울산,기타음식료품위주종합소매업,1387798928.2086282
1119,202007,울산,내항 여객 운송업,0.0
1120,202007,울산,마사지업,23057067.461728144
1121,202007,울산,면세점,0.0
1122,202007,울산,버스 운송업,458227.18511867657
1123,202007,울산,비알콜 음료점업,775048839.8327776
1124,202007,울산,빵 및 과자류 소매업,1009885810.5203495
1125,202007,울산,서양식 음식점업,1112900740.7683244
1126,202007,울산,수산물 소매업,196213070.75840762
1127,202007,울산,슈퍼마켓,9822813793.764484
1128,202007,울산,스포츠 및 레크레이션 용품 임대업,859075983.6096078
1129,202007,울산,여관업,210100475.47027934
1130,202007,울산,여행사업,61549.155895874865
1131,202007,울산,욕탕업,230488364.55427033
1132,202007,울산,육류 소매업,2823646818.784123
1133,202007,울산,일반유흥 주점업,759729537.9726712
1134,202007,울산,일식 음식점업,354665430.3972322
1135,202007,울산,자동차 임대업,181716.55550210676
1136,202007,울산,전시 및 행사 대행업,422637.5371516741
1137,202007,울산,정기 항공 운송업,0.0
1138,202007,울산,중식 음식점업,694079953.8637156
1139,202007,울산,차량용 가스 충전업,235899171.7841637
1140,202007,울산,차량용 주유소 운영업,10108192444.185408
1141,202007,울산,체인화 편의점,5640083076.913924
1142,202007,울산,택시 운송업,0.0
1143,202007,울산,피자 햄버거 샌드위치 및 유사 음식점업,1216758087.1951165
1144,202007,울산,한식 음식점업,11941329494.345331
1145,202007,울산,호텔업,75396597.20139532
1146,202007,울산,화장품 및 방향제 소매업,327891426.9964253
1147,202007,울산,휴양콘도 운영업,0.0
1148,202007,인천,건강보조식품 소매업,299247556.88988775
1149,202007,인천,골프장 운영업,1379482757.9734397
1150,202007,인천,과실 및 채소 소매업,2272503663.794762
1151,202007,인천,관광 민예품 및 선물용품 소매업,6367741.6844301615
1152,202007,인천,그외 기타 분류안된 오락관련 서비스업,0.0
1153,202007,인천,그외 기타 스포츠시설 운영업,2714443.385530318
1154,202007,인천,그외 기타 종합 소매업,87983086.39319962
1155,202007,인천,기타 대형 종합 소매업,18163787918.402325
1156,202007,인천,기타 수상오락 서비스업,9106344.160403961
1157,202007,인천,기타 외국식 음식점업,1824656686.874488
1158,202007,인천,기타 주점업,408247177.0225222
1159,202007,인천,기타음식료품위주종합소매업,1242966409.470856
1160,202007,인천,내항 여객 운송업,96375510.58942033
1161,202007,인천,마사지업,56998789.11733617
1162,202007,인천,면세점,1079846236.377798
1163,202007,인천,버스 운송업,0.0
1164,202007,인천,비알콜 음료점업,2214283036.842931
1165,202007,인천,빵 및 과자류 소매업,2414585235.0544353
1166,202007,인천,서양식 음식점업,2777665905.543147
1167,202007,인천,수산물 소매업,1113990757.0589602
1168,202007,인천,슈퍼마켓,24715445833.051926
1169,202007,인천,스포츠 및 레크레이션 용품 임대업,2912118896.891547
1170,202007,인천,여관업,698671764.5779611
1171,202007,인천,여행사업,1323097.5008909155
1172,202007,인천,욕탕업,284560235.90069574
1173,202007,인천,육류 소매업,3542707818.15347
1174,202007,인천,일반유흥 주점업,964895557.3217276
1175,202007,인천,일식 음식점업,1553765717.940538
1176,202007,인천,자동차 임대업,448932.00647317705
1177,202007,인천,전시 및 행사 대행업,126671445.45535825
1178,202007,인천,정기 항공 운송업,50048370.36677631
1179,202007,인천,중식 음식점업,2079722795.8810313
1180,202007,인천,차량용 가스 충전업,479349755.9113695
1181,202007,인천,차량용 주유소 운영업,17893944383.79197
1182,202007,인천,체인화 편의점,15758287574.068497
1183,202007,인천,택시 운송업,91632471.50563006
1184,202007,인천,피자 햄버거 샌드위치 및 유사 음식점업,2657043038.833672
1185,202007,인천,한식 음식점업,29597956271.303272
1186,202007,인천,호텔업,172287124.33044094
1187,202007,인천,화장품 및 방향제 소매업,743617176.4949516
1188,202007,인천,휴양콘도 운영업,0.0
1189,202007,전남,건강보조식품 소매업,127202575.31277601
1190,202007,전남,골프장 운영업,2547209622.7536597
1191,202007,전남,과실 및 채소 소매업,1965513357.915134
1192,202007,전남,관광 민예품 및 선물용품 소매업,8772303.911603086
1193,202007,전남,그외 기타 분류안된 오락관련 서비스업,0.0
1194,202007,전남,그외 기타 스포츠시설 운영업,1807116.713242149
1195,202007,전남,그외 기타 종합 소매업,2633431540.762651
1196,202007,전남,기타 대형 종합 소매업,6457517584.685138
1197,202007,전남,기타 수상오락 서비스업,0.0
1198,202007,전남,기타 외국식 음식점업,485500198.9289619
1199,202007,전남,기타 주점업,511457072.3864812
1200,202007,전남,기타음식료품위주종합소매업,8334867867.214952
1201,202007,전남,내항 여객 운송업,13204261.837846864
1202,202007,전남,마사지업,60391864.284336105
1203,202007,전남,면세점,0.0
1204,202007,전남,버스 운송업,3016578.5616831295
1205,202007,전남,비알콜 음료점업,1131287401.337237
1206,202007,전남,빵 및 과자류 소매업,1300453643.4779434
1207,202007,전남,서양식 음식점업,1691034636.7649972
1208,202007,전남,수산물 소매업,755332617.8455001
1209,202007,전남,슈퍼마켓,11728837751.265553
1210,202007,전남,스포츠 및 레크레이션 용품 임대업,1957042378.5731134
1211,202007,전남,여관업,373621996.7917768
1212,202007,전남,여행사업,2985762.1135611134
1213,202007,전남,욕탕업,173994355.55640063
1214,202007,전남,육류 소매업,2187482826.900168
1215,202007,전남,일반유흥 주점업,1332934521.459169
1216,202007,전남,일식 음식점업,754668124.7844133
1217,202007,전남,자동차 임대업,3719243.823073995
1218,202007,전남,전시 및 행사 대행업,101343046.66037601
1219,202007,전남,정기 항공 운송업,0.0
1220,202007,전남,중식 음식점업,1105434592.8477764
1221,202007,전남,차량용 가스 충전업,752480740.6379769
1222,202007,전남,차량용 주유소 운영업,20745966779.493378
1223,202007,전남,체인화 편의점,6294256917.060362
1224,202007,전남,택시 운송업,0.0
1225,202007,전남,피자 햄버거 샌드위치 및 유사 음식점업,1203481854.7150457
1226,202007,전남,한식 음식점업,20239978373.89295
1227,202007,전남,호텔업,10468632.144232659
1228,202007,전남,화장품 및 방향제 소매업,471639417.7859799
1229,202007,전남,휴양콘도 운영업,159744385.28353158
1230,202007,전북,건강보조식품 소매업,163356005.1737499
1231,202007,전북,골프장 운영업,1266036007.0008788
1232,202007,전북,과실 및 채소 소매업,1476035553.5791378
1233,202007,전북,관광 민예품 및 선물용품 소매업,11283509.47215478
1234,202007,전북,그외 기타 분류안된 오락관련 서비스업,0.0
1235,202007,전북,그외 기타 스포츠시설 운영업,2856718.23705017
1236,202007,전북,그외 기타 종합 소매업,723274690.5903282
1237,202007,전북,기타 대형 종합 소매업,8519560509.470794
1238,202007,전북,기타 수상오락 서비스업,0.0
1239,202007,전북,기타 외국식 음식점업,1097096129.2571015
1240,202007,전북,기타 주점업,226664857.2985122
1241,202007,전북,기타음식료품위주종합소매업,3954908789.8524313
1242,202007,전북,내항 여객 운송업,0.0
1243,202007,전북,마사지업,30589679.259205334
1244,202007,전북,면세점,0.0
1245,202007,전북,버스 운송업,50495.429939064685
1246,202007,전북,비알콜 음료점업,1437492721.006218
1247,202007,전북,빵 및 과자류 소매업,1572474315.765732
1248,202007,전북,서양식 음식점업,2176066595.675411
1249,202007,전북,수산물 소매업,1104665584.2955577
1250,202007,전북,슈퍼마켓,15756469906.90879
1251,202007,전북,스포츠 및 레크레이션 용품 임대업,2799108160.9767566
1252,202007,전북,여관업,287716273.1259902
1253,202007,전북,여행사업,136413.02714881653
1254,202007,전북,욕탕업,246784919.62699053
1255,202007,전북,육류 소매업,2654320103.339435
1256,202007,전북,일반유흥 주점업,570803019.7223282
1257,202007,전북,일식 음식점업,932086289.8903948
1258,202007,전북,자동차 임대업,1055965.7902680028
1259,202007,전북,전시 및 행사 대행업,24461016.268765274
1260,202007,전북,정기 항공 운송업,197327476.4254444
1261,202007,전북,중식 음식점업,1679658810.2582264
1262,202007,전북,차량용 가스 충전업,976939908.1499453
1263,202007,전북,차량용 주유소 운영업,21429481773.852974
1264,202007,전북,체인화 편의점,7219030795.423181
1265,202007,전북,택시 운송업,135659.36401539767
1266,202007,전북,피자 햄버거 샌드위치 및 유사 음식점업,1485168664.5044267
1267,202007,전북,한식 음식점업,18877388926.48569
1268,202007,전북,호텔업,344340.31162426865
1269,202007,전북,화장품 및 방향제 소매업,681844270.5758169
1270,202007,전북,휴양콘도 운영업,19923461.763494693
1271,202007,제주,건강보조식품 소매업,67328755.61905457
1272,202007,제주,골프장 운영업,1028256135.0221434
1273,202007,제주,과실 및 채소 소매업,513212334.56393373
1274,202007,제주,관광 민예품 및 선물용품 소매업,43322156.349566795
1275,202007,제주,그외 기타 분류안된 오락관련 서비스업,262525.9914742418
1276,202007,제주,그외 기타 스포츠시설 운영업,0.0
1277,202007,제주,그외 기타 종합 소매업,2748788316.962305
1278,202007,제주,기타 대형 종합 소매업,3677453654.5237985
1279,202007,제주,기타 수상오락 서비스업,1345456.1738490087
1280,202007,제주,기타 외국식 음식점업,345193750.54511386
1281,202007,제주,기타 주점업,746220309.6975003
1282,202007,제주,기타음식료품위주종합소매업,3028151430.066519
1283,202007,제주,내항 여객 운송업,55630723.04948459
1284,202007,제주,마사지업,2227493.2609935664
1285,202007,제주,면세점,2169461116.8173685
1286,202007,제주,버스 운송업,0.0
1287,202007,제주,비알콜 음료점업,644263694.9939628
1288,202007,제주,빵 및 과자류 소매업,881072345.5773623
1289,202007,제주,서양식 음식점업,1433960641.0482936
1290,202007,제주,수산물 소매업,462452111.7821702
1291,202007,제주,슈퍼마켓,8648433938.364887
1292,202007,제주,스포츠 및 레크레이션 용품 임대업,1467868457.9117396
1293,202007,제주,여관업,223814463.1325549
1294,202007,제주,여행사업,3294010.335129434
1295,202007,제주,욕탕업,201387916.9474728
1296,202007,제주,육류 소매업,838116305.3795546
1297,202007,제주,일반유흥 주점업,1429660657.9107463
1298,202007,제주,일식 음식점업,741343688.8477324
1299,202007,제주,자동차 임대업,173858363.74320304
1300,202007,제주,전시 및 행사 대행업,46309442.53746438
1301,202007,제주,정기 항공 운송업,167247820.2689037
1302,202007,제주,중식 음식점업,693907174.9155724
1303,202007,제주,차량용 가스 충전업,473815730.62098646
1304,202007,제주,차량용 주유소 운영업,6566191644.954029
1305,202007,제주,체인화 편의점,5231003792.986846
1306,202007,제주,택시 운송업,394500.7801707027
1307,202007,제주,피자 햄버거 샌드위치 및 유사 음식점업,790171177.6947895
1308,202007,제주,한식 음식점업,13123188634.851294
1309,202007,제주,호텔업,414465685.0325006
1310,202007,제주,화장품 및 방향제 소매업,391308648.34314185
1311,202007,제주,휴양콘도 운영업,32424066.016825024
1312,202007,충남,건강보조식품 소매업,561436703.6510688
1313,202007,충남,골프장 운영업,1098993967.7513273
1314,202007,충남,과실 및 채소 소매업,1199016199.6727033
1315,202007,충남,관광 민예품 및 선물용품 소매업,18818558.11376336
1316,202007,충남,그외 기타 분류안된 오락관련 서비스업,656524.3295559986
1317,202007,충남,그외 기타 스포츠시설 운영업,555198.5082852385
1318,202007,충남,그외 기타 종합 소매업,1839765919.3720133
1319,202007,충남,기타 대형 종합 소매업,8266165825.992146
1320,202007,충남,기타 수상오락 서비스업,5388293.6372912135
1321,202007,충남,기타 외국식 음식점업,903716151.9087219
1322,202007,충남,기타 주점업,94669384.73605631
1323,202007,충남,기타음식료품위주종합소매업,6972658533.1586485
1324,202007,충남,내항 여객 운송업,0.0
1325,202007,충남,마사지업,13054701.576037295
1326,202007,충남,면세점,0.0
1327,202007,충남,버스 운송업,269705.8889252789
1328,202007,충남,비알콜 음료점업,984480602.5658267
1329,202007,충남,빵 및 과자류 소매업,1667853779.2962015
1330,202007,충남,서양식 음식점업,1545114076.3339987
1331,202007,충남,수산물 소매업,1037485581.6813565
1332,202007,충남,슈퍼마켓,13415525787.478586
1333,202007,충남,스포츠 및 레크레이션 용품 임대업,1890614932.0449286
1334,202007,충남,여관업,284139919.645995
1335,202007,충남,여행사업,3717401.5354145267
1336,202007,충남,욕탕업,128415740.15941253
1337,202007,충남,육류 소매업,2592047697.129785
1338,202007,충남,일반유흥 주점업,514211814.1397554
1339,202007,충남,일식 음식점업,828730130.2847297
1340,202007,충남,자동차 임대업,236147.78180458111
1341,202007,충남,전시 및 행사 대행업,9393992.2563255
1342,202007,충남,정기 항공 운송업,0.0
1343,202007,충남,중식 음식점업,1593822640.4882162
1344,202007,충남,차량용 가스 충전업,722567571.1798189
1345,202007,충남,차량용 주유소 운영업,24488541430.625687
1346,202007,충남,체인화 편의점,10822164349.15701
1347,202007,충남,택시 운송업,0.0
1348,202007,충남,피자 햄버거 샌드위치 및 유사 음식점업,1642669387.103139
1349,202007,충남,한식 음식점업,18136778499.110355
1350,202007,충남,호텔업,7053521.542018518
1351,202007,충남,화장품 및 방향제 소매업,785615822.5037111
1352,202007,충남,휴양콘도 운영업,34147491.78871493
1353,202007,충북,건강보조식품 소매업,91272719.62033086
1354,202007,충북,골프장 운영업,2110303495.6627035
1355,202007,충북,과실 및 채소 소매업,651512138.1069844
1356,202007,충북,관광 민예품 및 선물용품 소매업,18448810.98050806
1357,202007,충북,그외 기타 분류안된 오락관련 서비스업,0.0
1358,202007,충북,그외 기타 스포츠시설 운영업,1291276.1685910074
1359,202007,충북,그외 기타 종합 소매업,1689890207.6709354
1360,202007,충북,기타 대형 종합 소매업,6146801225.217323
1361,202007,충북,기타 수상오락 서비스업,788834.0796450902
1362,202007,충북,기타 외국식 음식점업,751928444.5701588
1363,202007,충북,기타 주점업,111843830.9112838
1364,202007,충북,기타음식료품위주종합소매업,2987887688.9565744
1365,202007,충북,내항 여객 운송업,0.0
1366,202007,충북,마사지업,4782411.283283556
1367,202007,충북,면세점,0.0
1368,202007,충북,버스 운송업,0.0
1369,202007,충북,비알콜 음료점업,662423200.6570592
1370,202007,충북,빵 및 과자류 소매업,1129923357.3183074
1371,202007,충북,서양식 음식점업,1060954103.1567398
1372,202007,충북,수산물 소매업,223543784.18078402
1373,202007,충북,슈퍼마켓,11774317795.06132
1374,202007,충북,스포츠 및 레크레이션 용품 임대업,1424604857.000622
1375,202007,충북,여관업,178174255.03468987
1376,202007,충북,여행사업,0.0
1377,202007,충북,욕탕업,96415092.97718748
1378,202007,충북,육류 소매업,2184593789.0757465
1379,202007,충북,일반유흥 주점업,300832343.8161748
1380,202007,충북,일식 음식점업,499951504.4460994
1381,202007,충북,자동차 임대업,0.0
1382,202007,충북,전시 및 행사 대행업,3663640.2318973136
1383,202007,충북,정기 항공 운송업,0.0
1384,202007,충북,중식 음식점업,1077126235.982764
1385,202007,충북,차량용 가스 충전업,535652254.08261657
1386,202007,충북,차량용 주유소 운영업,17065508337.886322
1387,202007,충북,체인화 편의점,6890013790.122468
1388,202007,충북,택시 운송업,831843.1224588606
1389,202007,충북,피자 햄버거 샌드위치 및 유사 음식점업,1101390992.5097625
1390,202007,충북,한식 음식점업,13526145252.434263
1391,202007,충북,호텔업,12769188.858993778
1392,202007,충북,화장품 및 방향제 소매업,359146806.0151342
1393,202007,충북,휴양콘도 운영업,10663068.858619913
